Bane Id;Bane;Banestrekning Id;Banestrekning;Status;Prioritet;Fra Km;Til Km;Delstrekning Id;Delstrekning;LOKSTATUS;LOKFRAKM;LOKTILKM;Stasjonsmidt;STASJON;Stasjon kortnavn;Banesjef;Område;BANEFRAKM;BANETILKM
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-00002;Jessnes - Brumunddal;I DRIFT;133.969;139.271;;USANN;;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-07160;Brumunddal stasjon;I DRIFT;139.271;141.171;139.9;SANN;brd;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-00003;Brumunddal - Rudshøgda;I DRIFT;141.171;147.1;;USANN;;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-07180;Rudshøgda stasjon;I DRIFT;147.1;150.111;148.23;SANN;rud;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-00004;Rudshøgda - Moelv;I DRIFT;150.111;155.373;;USANN;;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-07200;Moelv stasjon;I DRIFT;155.373;157.22;155.95;SANN;mlv;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-00005;Moelv - Bergsvika kr.spor;I DRIFT;157.22;162.38;;USANN;;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-07210;Bergsvika kr.spor stasjon;I DRIFT;162.38;164.355;162.91;SANN;bvk;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-00006;Bergsvika kr.spor - Brøttum;I DRIFT;164.355;167.62;;USANN;;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-07220;Brøttum stasjon;I DRIFT;167.62;169.124;168.47;SANN;bum;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-00007;Brøttum - Bergseng;I DRIFT;169.124;174.273;;USANN;;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-07230;Bergseng stasjon;I DRIFT;174.273;175.496;174.71;SANN;bgg;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-00008;Bergseng - Lillehammer;I DRIFT;175.496;183.823;;USANN;;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-07250;Lillehammer stasjon;I DRIFT;183.823;185.174;184.18;SANN;lhm;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-00009;Lillehammer - Hove;I DRIFT;185.174;186.975;;USANN;;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-07252;Hove stasjon;I DRIFT;186.975;188.842;187.75;SANN;hve;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-00010;Hove - Fåberg;I DRIFT;188.842;191.266;;USANN;;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;710;(Hamar) - Fåberg;I DRIFT;2;127.21;192.584;0710-07280;Fåberg stasjon;I DRIFT;191.266;192.584;191.68;SANN;fåb;Dovrebanen Sør;Område Oslokorridoren;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-00003;Fåberg - Øyer;I DRIFT;192.584;202.416;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-07300;Øyer stasjon;I DRIFT;202.416;203.587;203.21;SANN;øye;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-00004;Øyer - Tretten;I DRIFT;203.587;213.794;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-07310;Tretten stasjon;I DRIFT;213.794;215.261;214.35;SANN;tre;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-00005;Tretten - Losna;I DRIFT;215.261;223.84;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-07320;Losna stasjon;I DRIFT;223.84;225.01;224.15;SANN;los;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-00006;Losna - Fåvang;I DRIFT;225.01;230.962;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-07330;Fåvang stasjon;I DRIFT;230.962;234.2;232.19;SANN;fåv;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-00007;Fåvang - Ringebu;I DRIFT;234.2;242.026;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-07340;Ringebu stasjon;I DRIFT;242.026;243.23;242.55;SANN;rbu;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-00008;Ringebu - Hundorp;I DRIFT;243.23;251.16;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-07360;Hundorp stasjon;I DRIFT;251.16;252.901;252.45;SANN;hun;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-00009;Hundorp - Fron;I DRIFT;252.901;258.25;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-07370;Fron stasjon;I DRIFT;258.25;259.846;259.26;SANN;frn;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-00010;Fron - Vinstra;I DRIFT;259.846;265.961;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;720;(Fåberg) - Vinstra;I DRIFT;3;192.584;267.21;0720-07390;Vinstra stasjon;I DRIFT;265.961;267.21;266.6;SANN;vin;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-00001;Vinstra - Kvam;I DRIFT;267.21;275.802;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-07400;Kvam stasjon;I DRIFT;275.802;277.662;276.57;SANN;kva;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-00002;Kvam - Sjoa;I DRIFT;277.662;285.456;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-07410;Sjoa stasjon;I DRIFT;285.456;287.583;286.35;SANN;sjo;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-00003;Sjoa - Otta;I DRIFT;287.583;296.491;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-07430;Otta stasjon;I DRIFT;296.491;298.095;297.24;SANN;ota;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-00004;Otta - Sel;I DRIFT;298.095;305.818;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-07440;Sel stasjon;I DRIFT;305.818;308.713;307.73;SANN;sel;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-00005;Sel - Brennhaug;I DRIFT;308.713;321.42;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-07450;Brennhaug stasjon;I DRIFT;321.42;322.63;321.83;SANN;brh;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-00006;Brennhaug - Dovre;I DRIFT;322.63;330.065;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-07460;Dovre stasjon;I DRIFT;330.065;331.723;330.82;SANN;dov;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-00007;Dovre - Dombås;I DRIFT;331.723;342.15;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;721;(Vinstra) - Dombås;I DRIFT;3;267.21;343.738;0721-07470;Dombås stasjon;I DRIFT;342.15;343.738;343.04;SANN;dom;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1100;(Dombås) - Hjerkinn;I DRIFT;3;343.596;382.33;1100-00001;Dombås - Fokstua;I DRIFT;343.596;361.12;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1100;(Dombås) - Hjerkinn;I DRIFT;3;343.596;382.33;1100-11002;Fokstua stasjon;I DRIFT;361.12;362.35;361.65;SANN;fok;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1100;(Dombås) - Hjerkinn;I DRIFT;3;343.596;382.33;1100-00002;Fokstua - Vålåsjø;I DRIFT;362.35;371.6002;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1100;(Dombås) - Hjerkinn;I DRIFT;3;343.596;382.33;1100-11015;Vålåsjø stasjon;I DRIFT;371.6002;373.4351;372.62;SANN;vål;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1100;(Dombås) - Hjerkinn;I DRIFT;3;343.596;382.33;1100-00003;Vålåsjø - Hjerkinn;I DRIFT;373.4351;381.15;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1100;(Dombås) - Hjerkinn;I DRIFT;3;343.596;382.33;1100-11020;Hjerkinn stasjon;I DRIFT;381.15;382.33;381.74;SANN;hjn;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1110;(Hjerkinn) - Oppdal;I DRIFT;3;382.33;430.2;1110-00001;Hjerkinn - Kongsvoll;I DRIFT;382.33;392.505;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1110;(Hjerkinn) - Oppdal;I DRIFT;3;382.33;430.2;1110-11030;Kongsvoll stasjon;I DRIFT;392.505;393.74;393.23;SANN;kvl;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1110;(Hjerkinn) - Oppdal;I DRIFT;3;382.33;430.2;1110-00002;Kongsvoll - Drivstua;I DRIFT;393.74;406.12;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1110;(Hjerkinn) - Oppdal;I DRIFT;3;382.33;430.2;1110-11040;Drivstua stasjon;I DRIFT;406.12;407.74;407.12;SANN;drs;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1110;(Hjerkinn) - Oppdal;I DRIFT;3;382.33;430.2;1110-00003;Drivstua - Oppdal;I DRIFT;407.74;428.37;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1110;(Hjerkinn) - Oppdal;I DRIFT;3;382.33;430.2;1110-11070;Oppdal stasjon;I DRIFT;428.37;430.2;429.28;SANN;opd;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1111;(Oppdal) - (Støren);I DRIFT;3;430.2;500.585;1111-00001;Oppdal - Fagerhaug;I DRIFT;430.2;440.47;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1111;(Oppdal) - (Støren);I DRIFT;3;430.2;500.585;1111-11080;Fagerhaug stasjon;I DRIFT;440.47;442.07;441.35;SANN;fgh;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1111;(Oppdal) - (Støren);I DRIFT;3;430.2;500.585;1111-00002;Fagerhaug - Ulsberg;I DRIFT;442.07;453.886;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1111;(Oppdal) - (Støren);I DRIFT;3;430.2;500.585;1111-11090;Ulsberg stasjon;I DRIFT;453.886;456.1;455.17;SANN;ubg;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1111;(Oppdal) - (Støren);I DRIFT;3;430.2;500.585;1111-00003;Ulsberg - Berkåk;I DRIFT;456.1;465.278;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1111;(Oppdal) - (Støren);I DRIFT;3;430.2;500.585;1111-11100;Berkåk stasjon;I DRIFT;465.278;467.08;466.35;SANN;båk;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1111;(Oppdal) - (Støren);I DRIFT;3;430.2;500.585;1111-00004;Berkåk - Garli;I DRIFT;467.08;476.28;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1111;(Oppdal) - (Støren);I DRIFT;3;430.2;500.585;1111-11110;Garli stasjon;I DRIFT;476.28;479.202;477.31;SANN;gal;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1111;(Oppdal) - (Støren);I DRIFT;3;430.2;500.585;1111-00005;Garli - Soknedal;I DRIFT;479.202;485.26;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1111;(Oppdal) - (Støren);I DRIFT;3;430.2;500.585;1111-11120;Soknedal stasjon;I DRIFT;485.26;487.55;486.6;SANN;sdl;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1111;(Oppdal) - (Støren);I DRIFT;3;430.2;500.585;1111-00006;Soknedal - Støren;I DRIFT;487.55;500.585;;USANN;;Dovre- og Raumabanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-11140;Støren stasjon;I DRIFT;500.22;502.192;501.2;SANN;stø;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-00001;Støren - Hovin;I DRIFT;502.192;507.191;;USANN;;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-11150;Hovin stasjon;I DRIFT;507.191;508.451;507.89;SANN;hoi;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-00002;Hovin - Lundamo;I DRIFT;508.451;513.96;;USANN;;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-11160;Lundamo stasjon;I DRIFT;513.96;515.37;514.78;SANN;lmo;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-00003;Lundamo - Ler;I DRIFT;515.37;519.89;;USANN;;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-11170;Ler stasjon;I DRIFT;519.89;521.11;520.49;SANN;ler;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-00004;Ler - Søberg;I DRIFT;521.11;527.95;;USANN;;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-11190;Søberg stasjon;I DRIFT;527.95;529.33;528.77;SANN;søb;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-00005;Søberg - Melhus;I DRIFT;529.33;531.54;;USANN;;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-11200;Melhus stasjon;I DRIFT;531.54;532.75;532.09;SANN;mel;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-00006;Melhus - Nypan;I DRIFT;532.75;536.44;;USANN;;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-11210;Nypan stasjon;I DRIFT;536.44;537.54;537.11;SANN;nyp;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-00007;Nypan - Heimdal;I DRIFT;537.54;540.67;;USANN;;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-11220;Heimdal stasjon;I DRIFT;540.67;541.95;541.41;SANN;hmd;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-00008;Heimdal - Selsbakk;I DRIFT;541.95;545.98;;USANN;;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-11230;Selsbakk stasjon;I DRIFT;545.98;547.31;546.44;SANN;slb;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-00009;Selsbakk - Trondheim;I DRIFT;547.31;549.7;;USANN;;Trønderbanen;Område Midt;69.572;553.695
B02;Dovrebanen;1120;Støren - Trondheim;I DRIFT;2;500.22;553.695;1120-11261;Trondheim stasjon;I DRIFT;549.42;553.695;552.85;SANN;tnd;Trønderbanen;Område Midt;69.572;553.695
B20;Drammenbanen;1400;(Oslo S) - Lysaker;I DRIFT;1;2.069;8.327;1400-00001;Oslo S - Skøyen;I DRIFT;2.069;2.73;;USANN;;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1400;(Oslo S) - Lysaker;I DRIFT;1;2.069;8.327;1400-14020;Skøyen stasjon;I DRIFT;2.73;6.135;4.38;SANN;skø;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1400;(Oslo S) - Lysaker;I DRIFT;1;2.069;8.327;1400-00002;Skøyen - Lysaker;I DRIFT;6.135;6.488;;USANN;;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1400;(Oslo S) - Lysaker;I DRIFT;1;2.069;8.327;1400-14040;Lysaker stasjon Drammenbanen;I DRIFT;6.488;8.327;7;SANN;lys;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1410;(Lysaker) - Asker;I DRIFT;1;8.327;36.605;1410-00001;Lysaker - Stabekk;I DRIFT;8.327;8.521;;USANN;;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1410;(Lysaker) - Asker;I DRIFT;1;8.327;36.605;1410-14050;Stabekk stasjon;I DRIFT;8.521;9.566;8.99;SANN;stb;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1410;(Lysaker) - Asker;I DRIFT;1;8.327;36.605;1410-00002;Stabekk - Høvik;I DRIFT;9.566;9.778;;USANN;;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1410;(Lysaker) - Asker;I DRIFT;1;8.327;36.605;1410-14060;Høvik stasjon;I DRIFT;9.778;11.493;10.72;SANN;hvk;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1410;(Lysaker) - Asker;I DRIFT;1;8.327;36.605;1410-00003;Høvik - Sandvika;I DRIFT;11.493;13.205;;USANN;;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1410;(Lysaker) - Asker;I DRIFT;1;8.327;36.605;1410-14080;Sandvika stasjon Drammenbanen;I DRIFT;13.205;15.36;14.14;SANN;sv;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1410;(Lysaker) - Asker;I DRIFT;1;8.327;36.605;1410-00004;Sandvika - Billingstad;I DRIFT;15.36;16.85;;USANN;;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1410;(Lysaker) - Asker;I DRIFT;1;8.327;36.605;1410-14100;Billingstad stasjon;I DRIFT;16.85;18.346;17.62;SANN;bst;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1410;(Lysaker) - Asker;I DRIFT;1;8.327;36.605;1410-00005;Billingstad - Hvalstad;I DRIFT;18.346;19.308;;USANN;;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1410;(Lysaker) - Asker;I DRIFT;1;8.327;36.605;1410-14110;Hvalstad stasjon;I DRIFT;19.308;20.865;20.19;SANN;hva;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1410;(Lysaker) - Asker;I DRIFT;1;8.327;36.605;1410-00006;Hvalstad - Asker;I DRIFT;20.865;22.408;;USANN;;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1410;(Lysaker) - Asker;I DRIFT;1;8.327;36.605;1410-14130;Asker stasjon Drammenbanen;I DRIFT;22.408;36.605;23.83;SANN;asr;Oslo;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1420;(Asker) - Gulskogen;I DRIFT;1;36.605;56.163;1420-00001;Asker - Brakerøya;I DRIFT;36.605;49.667;;USANN;;Vestfoldbanen;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1420;(Asker) - Gulskogen;I DRIFT;1;36.605;56.163;1420-14190;Brakerøya stasjon;I DRIFT;49.667;51.345;50.76;SANN;bra;Vestfoldbanen;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1420;(Asker) - Gulskogen;I DRIFT;1;36.605;56.163;1420-00002;Brakerøya - Drammen;I DRIFT;51.345;52.088;;USANN;;Vestfoldbanen;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1420;(Asker) - Gulskogen;I DRIFT;1;36.605;56.163;1420-14210;Drammen stasjon;I DRIFT;52.088;54.07;52.86;SANN;drm;Vestfoldbanen;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1420;(Asker) - Gulskogen;I DRIFT;1;36.605;56.163;1420-00003;Drammen - Gulskogen;I DRIFT;53.888;54.8;;USANN;;Vestfoldbanen;Område Oslokorridoren;2.069;56.163
B20;Drammenbanen;1420;(Asker) - Gulskogen;I DRIFT;1;36.605;56.163;1420-16000;Gulskogen stasjon;I DRIFT;54.8;56.163;55.27;SANN;gul;Vestfoldbanen;Område Oslokorridoren;2.069;56.163
B37;Flekkefjordbanen;2250;(Sira) - Flekkefjord;IKKE REG;5;0.2;17.3;2250-00001;Sira - Flekkefjord (delstr.);IKKE REG;0.2;17.3;;USANN;;Sørlandsbanen Vest;Område Sør;0.2;17.3
B22;Flåmsbana;2313;(Myrdal) - Flåm;I DRIFT;4;335.905;356.08;2313-00001;Myrdal - Berekvam;I DRIFT;335.905;345.736;;USANN;;Bergensbanen Vest;Område Vest;335.905;356.08
B22;Flåmsbana;2313;(Myrdal) - Flåm;I DRIFT;4;335.905;356.08;2313-23605;Berekvam stasjon;I DRIFT;345.736;346.63;346.31;SANN;ber;Bergensbanen Vest;Område Vest;335.905;356.08
B22;Flåmsbana;2313;(Myrdal) - Flåm;I DRIFT;4;335.905;356.08;2313-00002;Berekvam - Flåm;I DRIFT;346.63;355.566;;USANN;;Bergensbanen Vest;Område Vest;335.905;356.08
B22;Flåmsbana;2313;(Myrdal) - Flåm;I DRIFT;4;335.905;356.08;2313-23610;Flåm stasjon;I DRIFT;355.566;356.08;356;SANN;fm;Bergensbanen Vest;Område Vest;335.905;356.08
B23;Gardermobanen;270;(Oslo S) - Gardermoen(GMB);I DRIFT;1;3.79;55.122;0270-00001;Oslo S - Hellerud;I DRIFT;3.79;5.28;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;270;(Oslo S) - Gardermoen(GMB);I DRIFT;1;3.79;55.122;0270-02210;Hellerud stasjon;I DRIFT;5.28;6.931;6.2;SANN;hlr;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;270;(Oslo S) - Gardermoen(GMB);I DRIFT;1;3.79;55.122;0270-00002;Hellerud - Lillestrøm;I DRIFT;6.931;13.229;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;270;(Oslo S) - Gardermoen(GMB);I DRIFT;1;3.79;55.122;0270-02070;Lillestrøm stasjon;I DRIFT;13.229;26.181;20.95;SANN;lls;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;270;(Oslo S) - Gardermoen(GMB);I DRIFT;1;3.79;55.122;0270-00003;Lillestrøm - Kløfta;I DRIFT;25.088;34.812;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;270;(Oslo S) - Gardermoen(GMB);I DRIFT;1;3.79;55.122;0270-02110;Kløfta stasjon;I DRIFT;34.812;38.008;36.38;SANN;klø;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
B23;Gardermobanen;270;(Oslo S) - Gardermoen(GMB);I DRIFT;1;3.79;55.122;0270-00004;Kløfta - Langeland;I DRIFT;38.008;41.358;;USANN;;Hoved- og Gardermobanen;Område Oslokorridoren;3.79;69.572
