BANE;FRA;TIL;HASTIGHET;BESKRIVELSE;start_dato;START ÅR;START MÅNED;START DAG;slutt_dato;SLUTT ÅR;DAGER;LENGDE;KATEGORI
Østfoldbanen vestre linje;153,25;154,15;80;Lave skjøter;2005-04-04;2005;5;;2005-04-10;2005;7;0,9;SKINNE
Østfoldbanen vestre linje;111,35;111,45;40;Bruarbeider;2005-04-04;2005;;;2005-05-01;2005;28;0,2;ARBEID
Østfoldbanen vestre linje;17,6;17,8;40;Ujustert spor etter innlegging av kulvert;2005-04-04;2005;;;2005-05-08;2005;35;0,2;ARBEID
Østfoldbanen vestre linje;118,83;118,84;80;Bytte av skinneskjøt;2005-04-04;2005;;;2005-05-01;2005;28;0,2;ARBEID
Dovrebanen;231;231,8;80;Ujevnt spor;2005-04-04;2005;;;2005-06-05;2005;63;0,8;UJEVNT SPOR
Dovrebanen;75,5;75,9;40;Bruarbeider;2005-04-04;2005;;;2005-05-29;2005;56;0,4;ARBEID
Dovrebanen;235,37;235,55;80;Ujevnt spor;2005-04-04;2005;;;2005-06-19;2005;77;0,2;UJEVNT SPOR
Kongsvingerbanen;33,1;33,8;40;Arbeider nær spor;2005-04-04;2005;;;2005-05-01;2005;28;0,7;ARBEID
Rørosbanen;160,88;163,02;80;Dårlige sviller;2005-04-04;2005;;;2005-09-11;2005;161;2,14;SVILLE
Rørosbanen;238,65;238,74;40;Dårlig sikt ved plo, Solslyng;2005-04-04;2005;;;2005-11-13;2005;224;0,2;SOLSLYNG
Rørosbanen;342,79;342,81;60;Dårlig sikt ved plo, Solslyng;2005-04-04;2005;;;2006-06-18;2006;441;0,2;SOLSLYNG
Nordlandsbanen;528,7;529,2;60;Sporets tilstand etter avsporing;2005-04-04;2005;;;2005-07-31;2005;119;0,5;SPORETS TILSTAND
Nordlandsbanen;604,8;605,2;40;Fare for ras;2005-04-04;2005;;;2005-04-17;2005;14;0,4;RAS
Nordlandsbanen;432,05;434,11;40;Skade på sviller;2005-04-04;2005;;;2006-07-16;2006;469;2,06;SVILLE
Nordlandsbanen;0;1,3;20;Dårlig spor etter avsporing;2005-04-04;2005;;;2006-04-16;2006;378;1,3;AVSPORING
Nordlandsbanen;177,13;177,17;40;Sleng i sporet;2005-04-04;2005;;;2005-06-12;2005;70;0,2;SLENG
Nordlandsbanen;105,301;106,1;50;Sporomlegging;2005-04-04;2005;;;2005-09-11;2005;161;0,799;TRAFIKK
Nordlandsbanen;654,48;655,508;40;Ustabilt spor;2005-04-04;2005;;;2006-07-16;2006;469;1,028;USTABILT SPOR
Nordlandsbanen;124,64;126,33;40;Sporomlegging;2005-04-04;2005;;;2005-07-03;2005;91;1,69;TRAFIKK
Nordlandsbanen;179,26;179,39;80;Skade på brufundament;2005-04-04;2005;;;2005-05-29;2005;56;0,2;BRO
Gjøvikbanen;53,05;53,6;20;Ujevnt spor;2005-04-04;2005;;;2005-10-02;2005;182;0,55;UJEVNT SPOR
Gjøvikbanen;111,9;112,3;40;Dårlig sikt ved plo, Solslyng;2005-04-04;2005;;;2006-07-16;2006;469;0,4;SOLSLYNG
Gjøvikbanen;58,44;58,48;40;Dårlig sikt ved plo, Solslyng;2005-04-04;2005;;;2009-08-09;2009;1589;0,2;SOLSLYNG
Gjøvikbanen;115,88;115,99;40;Brudd i isolert skjøt;2005-04-04;2005;;;2005-04-24;2005;21;0,2;SKINNE
Gjøvikbanen;101,2;147,8;40;Dårlig spor;2005-04-04;2005;;;2007-01-07;2007;644;46,6;SPORETS TILSTAND
Gjøvikbanen;106,7;106,8;40;Telehiv;2005-04-04;2005;;;2005-05-01;2005;28;0,2;TELEHIV
Gjøvikbanen;42,03;42,05;40;Dårlig sikt ved plo, Solslyng;2005-04-04;2005;;;2006-05-14;2006;406;0,2;SOLSLYNG
Bergensbanen;304;305;100;Sporets tilstand;2005-04-04;2005;;;2005-06-12;2005;70;1;SPORETS TILSTAND
Bergensbanen;125,255;127,66;60;Sporets tilstand;2005-04-04;2005;;;2005-07-24;2005;112;2,405;SPORETS TILSTAND
Sørlandsbanen;53,2;53,4;40;Setninger i sporet etter kalkstabilisering;2005-04-04;2005;;;2005-04-10;2005;7;0,2;SETNING
Vestfoldbanen;54,2;54,3;40;Setninger i sporet etter kalkstabilisering;2005-04-04;2005;;;2005-04-17;2005;14;0,2;SETNING
Vestfoldbanen;86,8;86,9;40;Setninger i sporet;2005-04-04;2005;;;2005-06-12;2005;70;0,2;SETNING
Vestfoldbanen;141,96;142,06;40;Kontroll av signalanlegg;2005-04-04;2005;;;2005-12-25;2005;266;0,2;ARBEID
Randsfjordbanen;104,75;104,77;60;Påvente av forsignaler for plo.;2005-04-04;2005;;;2006-12-17;2006;623;0,2;ANNET
Randsfjordbanen;95,356;95,406;70;Sleng i skinnegangen;2005-04-04;2005;;;2005-04-17;2005;14;0,2;SLENG
Randsfjordbanen;105,72;105,7;60;Påvente av forsignaler for plo.;2005-04-04;2005;;;2006-12-17;2006;623;0,2;ANNET
Bratsbergbanen;177,2;178,1;60;Dårlige sviller;2005-04-04;2005;;;2005-07-31;2005;119;0,9;SVILLE
Solørbanen;146,7;146,82;40;Ujevnt spor;2005-04-04;2005;;;2005-07-03;2005;91;0,2;UJEVNT SPOR
Solørbanen;107,3;110,1;60;Ujevnt spor;2005-04-04;2005;;;2005-06-05;2005;63;2,8;UJEVNT SPOR
Meråkerbanen;74,87;74,9;40;Setninger i sporet;2005-04-04;2005;;;2005-11-06;2005;217;0,2;SETNING
Drammenbanen;46;46,7;80;Feil ved kontakt-ledningsanlegget og fjellsikringsarbeid;2005-04-04;2005;;;2005-08-07;2005;126;0,7;ARBEID
Ofotbanen;40,37;40,46;30;Ferdsel over spor;2005-04-04;2005;;;2005-04-10;2005;7;0,2;PERSONER I SPOR
Tinnosbanen;141,48;141,75;40;Dårlige sviller;2005-04-04;2005;;;2005-08-07;2005;126;0,27;SVILLE
Tinnosbanen;142,6;144,1;40;Dårlige sviller;2005-04-04;2005;;;2005-08-07;2005;126;1,5;SVILLE
Alnabanen;3,17;3,22;30;Dårlig sporveksel;2005-04-04;2005;;;2006-10-22;2006;567;0,2;SPORVEKSEL
Østfoldbanen vestre linje;105,3;105,4;100;Landbrukstrafikk;2005-04-11;2005;;;2005-04-24;2005;14;0,2;ANNET
Østfoldbanen vestre linje;2,4;2,7;50;Bruarbeider;2005-04-11;2005;;;2005-04-17;2005;7;0,3;ARBEID
Østfoldbanen vestre linje;78,7;78,8;40;Arbeider nær spor;2005-04-11;2005;;;2005-04-17;2005;7;0,2;ARBEID
Nordlandsbanen;677,52;677,56;60;Ustabilt spor;2005-04-11;2005;;;2005-04-17;2005;7;0,2;USTABILT SPOR
Bergensbanen;300,89;301,09;40;Telehiv;2005-04-11;2005;;;2005-08-07;2005;119;0,2;TELEHIV
Sørlandsbanen;54,2;54,3;40;Setninger i sporet etter kalkstabilisering;2005-04-11;2005;;;2005-04-17;2005;7;0,2;SETNING
Roa-Hønefossbanen;74,42;74,45;40;Rehabilitering av undergang;2005-04-11;2005;;;2005-04-24;2005;14;0,2;ARBEID
Drammenbanen;23,59;24,55;40;Arbeider nær spor;2005-04-11;2005;;;2005-07-03;2005;84;0,96;ARBEID
Dovrebanen;482,1;483,1;30;Sporomlegging;2005-04-18;2005;;;2005-10-02;2005;168;1;TRAFIKK
Gjøvikbanen;13;13,5;40;Sveising, nøytralisering;2005-04-18;2005;;;2005-05-01;2005;14;0,5;ARBEID
Nordlandsbanen;219,43;219,64;20;Dårlig spor;2005-04-25;2005;;;2005-10-23;2005;182;0,21;SPORETS TILSTAND
Nordlandsbanen;257,61;257,64;40;Telehiv;2005-04-25;2005;;;2005-06-12;2005;49;0,2;TELEHIV
Nordlandsbanen;265,14;265,32;60;Dårlige sviller;2005-04-25;2005;;;2006-09-10;2006;504;0,2;SVILLE
Nordlandsbanen;367,46;367,49;40;Telehiv;2005-04-25;2005;;;2005-06-26;2005;63;0,2;TELEHIV
Ofotbanen;14,049;14,15;30;Telehiv;2005-04-25;2005;;;2005-05-01;2005;7;0,2;TELEHIV
Østfoldbanen vestre linje;80;80,1;40;Ujustert spor etter masseskifte;2005-05-02;2005;;;2005-05-08;2005;7;0,2;ARBEID
Østfoldbanen vestre linje;105,3;105,4;100;Landbrukstrafikk;2005-05-02;2005;;;2005-05-08;2005;7;0,2;ANNET
Østfoldbanen vestre linje;78,85;79,05;40;Arbeider nær spor;2005-05-02;2005;;;2005-07-10;2005;70;0,2;ARBEID
Kongsvingerbanen;33,2;33,9;40;Arbeider nær spor;2005-05-02;2005;;;2005-05-08;2005;7;0,7;ARBEID
Gjøvikbanen;82,9;83,3;40;Sveisearbeider;2005-05-02;2005;;;2005-05-08;2005;7;0,4;ARBEID
Bergensbanen;158,9;159,528;40;Sporets tilstand;2005-05-02;2005;;;2005-10-16;2005;168;0,628;SPORETS TILSTAND
Sørlandsbanen;53,2;53,3;40;Setninger i sporet etter kalkstabilisering;2005-05-02;2005;;;2005-12-25;2005;238;0,2;SETNING
Vestfoldbanen;53,2;53,3;40;Setninger i sporet etter kalkstabilisering;2005-05-02;2005;;;2006-09-10;2006;497;0,2;SETNING
Østfoldbanen østre linje;29,3;29,3;40;Ujustert spor etter fjerning av sporveksel;2005-05-02;2005;;;2005-06-12;2005;42;0,2;ARBEID
Østfoldbanen østre linje;20,45;20,55;40;Ujustert spor etter fjerning av sporveksel;2005-05-02;2005;;;2005-07-10;2005;70;0,2;ARBEID
Randsfjordbanen;53,9;54,1;20;Innkjøring Sundland fra spor 2 Sundhaugen;2005-05-02;2005;;;2005-12-04;2005;217;0,2;ARBEID
Solørbanen;127,22;127,34;40;Ujevnt spor;2005-05-02;2005;;;2005-08-21;2005;112;0,2;UJEVNT SPOR
Østfoldbanen vestre linje;6,65;6,7;50;Arbeider i nabospor;2005-05-09;2005;;;2005-05-15;2005;7;0,2;ARBEID
Østfoldbanen vestre linje;117,43;117,48;40;Massebytte;2005-05-09;2005;;;2005-05-15;2005;7;0,2;ARBEID
Kongsvingerbanen;33,4;34,15;40;Arbeider nær spor;2005-05-09;2005;;;2005-05-15;2005;7;0,75;ARBEID
Nordlandsbanen;34,33;34,43;70;Sleng i sporet;2005-05-09;2005;;;2005-07-10;2005;63;0,2;SLENG
Gjøvikbanen;72,8;74,8;40;Sveisearbeider;2005-05-09;2005;;;2005-05-15;2005;7;2;ARBEID
Bergensbanen;185,62;185,66;40;Fjerning av sporveksel;2005-05-09;2005;;;2005-05-29;2005;21;0,2;ARBEID
Sørlandsbanen;109,25;109,4;50;Sporets tilstand;2005-05-09;2005;;;2005-08-07;2005;91;0,2;SPORETS TILSTAND
Meråkerbanen;42,48;42,61;20;Dårlige sviller;2005-05-09;2005;;;2005-10-23;2005;168;0,2;SVILLE
Østfoldbanen vestre linje;127,43;127,48;40;Massebytte;2005-05-16;2005;;;2005-05-22;2005;7;0,2;ARBEID
Kongsvingerbanen;33,2;33,9;40;Arbeider nær spor;2005-05-16;2005;;;2005-08-28;2005;105;0,7;ARBEID
Rørosbanen;253,06;253,09;60;Dårlig sikt ved plo, Solslyng;2005-05-16;2005;;;2005-05-22;2005;7;0,2;SOLSLYNG
Rørosbanen;253,06;253,09;30;Dårlig sikt ved plo, Solslyng;2005-05-16;2005;;;2005-05-22;2005;7;0,2;SOLSLYNG
Rørosbanen;224,51;224,76;60;Dårlig sikt ved plo, Solslyng;2005-05-16;2005;;;2005-06-05;2005;21;0,25;SOLSLYNG
Rørosbanen;202,4;202,99;50;Dårlig sikt ved plo, Solslyng;2005-05-16;2005;;;2005-06-26;2005;42;0,59;SOLSLYNG
Gjøvikbanen;13;13,3;40;Sveising, nøytralisering;2005-05-16;2005;;;2005-05-22;2005;7;0,3;ARBEID
Raumabanen;420,7;420,8;20;Rasfare;2005-05-16;2005;;;2005-05-22;2005;7;0,2;RAS
Østfoldbanen vestre linje;128,75;128,85;40;Ujustert spor etter masseskifte;2005-05-23;2005;;;2005-05-29;2005;7;0,2;ARBEID
Dovrebanen;74,72;75,9;40;Bruarbeider;2005-05-23;2005;;;2005-06-12;2005;21;1,18;ARBEID
Rørosbanen;253,06;253,09;60;Dårlig sikt ved plo, Solslyng;2005-05-23;2005;;;2005-05-29;2005;7;0,2;SOLSLYNG
Rørosbanen;253,06;253,09;30;Dårlig sikt ved plo, Solslyng;2005-05-23;2005;;;2005-05-29;2005;7;0,2;SOLSLYNG
Gjøvikbanen;82,9;83,29;40;Sveising, nøytralisering;2005-05-23;2005;;;2005-05-29;2005;7;0,39;ARBEID
Gjøvikbanen;84;84,2;40;Sveising, nøytralisering;2005-05-23;2005;;;2005-05-29;2005;7;0,2;ARBEID
Bergensbanen;399,75;399,85;40;Ballastbytte;2005-05-23;2005;;;2005-06-12;2005;21;0,2;ARBEID
Bergensbanen;100,3;100,4;40;Feil i sporveksel;2005-05-23;2005;;;2005-05-29;2005;7;0,2;SPORVEKSEL
Sørlandsbanen;575,9;575,95;40;Fjerning av sporveksel;2005-05-23;2005;;;2005-06-05;2005;14;0,2;ARBEID
Randsfjordbanen;71,52;71,45;40;Bytte ledeskinne;2005-05-23;2005;;;2005-05-29;2005;7;0,2;ARBEID
Ofotbanen;26,6;27,7;20;Etterarbeid etter avsporing;2005-05-23;2005;;;2005-06-05;2005;14;1,1;ARBEID
Østfoldbanen vestre linje;168,75;168,81;40;Ujustert spor etter masseskifte;2005-05-30;2005;;;2005-06-05;2005;7;0,2;ARBEID
Rørosbanen;253,06;253,09;60;Dårlig sikt ved plo, Solslyng;2005-05-30;2005;;;2005-06-05;2005;7;0,2;SOLSLYNG
Rørosbanen;183,97;185,03;40;Svillebytte;2005-05-30;2005;;;2005-07-03;2005;35;1,06;ARBEID
Rørosbanen;225,12;225,38;40;Svillebytte;2005-05-30;2005;;;2005-06-05;2005;7;0,26;ARBEID
Rørosbanen;178,82;178,97;40;Svillebytte;2005-05-30;2005;;;2005-07-03;2005;35;0,2;ARBEID
Rørosbanen;253,06;253,09;30;Dårlig sikt ved plo, Solslyng;2005-05-30;2005;;;2005-06-05;2005;7;0,2;SOLSLYNG
Nordlandsbanen;179,38;179,41;40;Skade på;2005-05-30;2005;;;2005-06-12;2005;14;0,2;ANNET
Gjøvikbanen;73,84;74,83;40;Sveising, nøytralisering;2005-05-30;2005;;;2005-07-17;2005;49;0,99;ARBEID
Bergensbanen;335,25;335,3;30;Rasfare;2005-05-30;2005;;;2005-06-19;2005;21;0,2;RAS
Bergensbanen;131,41;131,64;20;Ustabilt spor etter ras;2005-05-30;2005;;;2005-07-17;2005;49;0,23;RAS
Sørlandsbanen;163,07;163,32;40;Ballastbytte i spv;2005-05-30;2005;;;2005-07-10;2005;42;0,25;ARBEID
Randsfjordbanen;71,25;71,45;40;Bytte ledeskinne;2005-05-30;2005;;;2005-06-19;2005;21;0,2;ARBEID
Bratsbergbanen;195,8;196,2;40;Fjerning av undergang;2005-05-30;2005;;;2005-09-11;2005;105;0,4;ARBEID
Østfoldbanen vestre linje;169,72;169,81;40;Ujustert spor etter masseskifte;2005-06-06;2005;;;2005-06-19;2005;14;0,2;ARBEID
Dovrebanen;75,5;75,9;40;Bruarbeider;2005-06-06;2005;;;2005-09-18;2005;105;0,4;ARBEID
Rørosbanen;253,06;253,09;60;Dårlig sikt ved plo, Solslyng;2005-06-06;2005;;;2005-06-12;2005;7;0,2;SOLSLYNG
Rørosbanen;224,51;225,38;40;Dårlig sikt ved plo, Solslyng;2005-06-06;2005;;;2005-07-03;2005;28;0,87;SOLSLYNG
Rørosbanen;253,06;253,09;30;Dårlig sikt ved plo, Solslyng;2005-06-06;2005;;;2005-06-12;2005;7;0,2;SOLSLYNG
Rørosbanen;268,96;269,4;40;Svillebytte;2005-06-06;2005;;;2005-07-03;2005;28;0,44;ARBEID
Østfoldbanen østre linje;1,65;1,7;40;Massebytte;2005-06-06;2005;;;2005-06-12;2005;7;0,2;ARBEID
Bratsbergbanen;175,75;175,8;30;Sleng over bru Hoppestad;2005-06-06;2005;;;2005-07-10;2005;35;0,2;BRO
Solørbanen;107,3;110,2;40;Ujevnt spor;2005-06-06;2005;;;2005-07-03;2005;28;2,9;UJEVNT SPOR
Ofotbanen;27,1;27,4;20;Etterarbeid etter avsporing;2005-06-06;2005;;;2005-06-12;2005;7;0,3;ARBEID
Dovrebanen;133,35;133,57;40;Vaskesviller/ujustert spor;2005-06-13;2005;;;2005-07-17;2005;35;0,22;PLASKEPARTI
Kongsvingerbanen;48,5;48,6;40;Svillebytte;2005-06-13;2005;;;2005-07-03;2005;21;0,2;ARBEID
Kongsvingerbanen;36,85;36,95;40;Innlegging;2005-06-13;2005;;;2005-07-03;2005;21;0,2;ARBEID
Rørosbanen;421,1;421,2;70;Sleng i sporet;2005-06-13;2005;;;2005-07-17;2005;35;0,2;SLENG
Rørosbanen;246,65;247,75;30;Svillebytte;2005-06-13;2005;;;2005-07-03;2005;21;1,1;ARBEID
Rørosbanen;253,06;253,09;60;Dårlig sikt ved plo, Solslyng;2005-06-13;2005;;;2005-06-19;2005;7;0,2;SOLSLYNG
Rørosbanen;253,06;253,09;30;Dårlig sikt ved plo, Solslyng;2005-06-13;2005;;;2005-06-19;2005;7;0,2;SOLSLYNG
Bergensbanen;307;311;120;Sporets tilstand;2005-06-13;2005;;;2007-08-05;2007;784;4;SPORETS TILSTAND
Hovedbanen;3,89;3,95;30;Massebytte;2005-06-13;2005;;;2005-06-19;2005;7;0,2;ARBEID
Østfoldbanen vestre linje;30,15;30,4;60;Arbeider i nabospor;2005-06-20;2005;;;2005-06-26;2005;7;0,25;ARBEID
Dovrebanen;168,33;168,7;40;Planovergangsarbeid;2005-06-20;2005;;;2005-07-03;2005;14;0,37;ARBEID
Dovrebanen;83,42;83,5;40;Svillebytte;2005-06-20;2005;;;2005-07-17;2005;28;0,2;ARBEID
Rørosbanen;253,06;253,09;60;Dårlig sikt ved plo, Solslyng;2005-06-20;2005;;;2005-06-26;2005;7;0,2;SOLSLYNG
Rørosbanen;253,06;253,09;30;Dårlig sikt ved plo, Solslyng;2005-06-20;2005;;;2005-06-26;2005;7;0,2;SOLSLYNG
Nordlandsbanen;212,5;212,9;20;Dårlig skinne-befestigelse;2005-06-20;2005;;;2005-08-07;2005;49;0,4;SKINNE
Nordlandsbanen;179,26;179,39;80;Utbedring av brulager;2005-06-20;2005;;;2005-07-24;2005;35;0,2;BRO
Nordlandsbanen;651,595;651,65;40;Fare for steinsprang;2005-06-20;2005;;;2005-11-06;2005;140;0,2;IS OG STEINSPRANG
Nordlandsbanen;87,79;87,84;40;Nyinnlagt kulvert;2005-06-20;2005;;;2005-07-10;2005;21;0,2;ARBEID
Vestfoldbanen;181,2;181,48;40;Dårlig fjell;2005-06-20;2005;;;2005-09-18;2005;91;0,28;ANNEN UNDERBYGGNING
Østfoldbanen østre linje;1,6;1,7;40;Ujustert spor;2005-06-20;2005;;;2005-07-03;2005;14;0,2;UJUSTERT SPOR
Roa-Hønefossbanen;75,9;76;40;Svillebytte;2005-06-20;2005;;;2005-07-03;2005;14;0,2;ARBEID
Østfoldbanen vestre linje;14,74;14,78;40;Arbeider i nabospor;2005-06-27;2005;;;2005-07-03;2005;7;0,2;ARBEID
Østfoldbanen vestre linje;9,97;10;40;Arbeider i nabospor;2005-06-27;2005;;;2005-07-03;2005;7;0,2;ARBEID
Østfoldbanen vestre linje;123,3;123,4;40;Massebytte;2005-06-27;2005;;;2005-07-10;2005;14;0,2;ARBEID
Rørosbanen;446,28;446,3;40;Rasfare i tunnel;2005-06-27;2005;;;2005-07-10;2005;14;0,2;RAS
Bergensbanen;354;354,13;40;Sporvekselens tilstand;2005-06-27;2005;;;2005-08-28;2005;63;0,2;SPORVEKSEL
Bergensbanen;378,75;379,08;40;Sporets tilstand;2005-06-27;2005;;;2005-10-02;2005;98;0,33;SPORETS TILSTAND
Arendalsbanen;302,8;302,9;40;Arbeider nær spor;2005-06-27;2005;;;2006-09-10;2006;441;0,2;ARBEID
Østfoldbanen vestre linje;12,34;12,37;40;Arbeider i nabospor;2005-07-04;2005;;;2005-07-10;2005;7;0,2;ARBEID
Nordlandsbanen;241,8;241,85;40;Dårlige sviller;2005-07-04;2005;;;2005-07-24;2005;21;0,2;SVILLE
Solørbanen;132,75;132,85;40;Ujevnt spor;2005-07-04;2005;;;2005-08-21;2005;49;0,2;UJEVNT SPOR
Solørbanen;170;170,06;40;Feil i tungerot spv. 102;2005-07-04;2005;;;2005-10-30;2005;119;0,2;SPORVEKSEL
Dovrebanen;187,56;187,61;40;Svillebytte;2005-07-11;2005;;;2005-07-24;2005;14;0,2;ARBEID
Nordlandsbanen;388,2;388,5;50;Vindskjevhet i spor;2005-07-11;2005;;;2005-09-11;2005;63;0,3;VINDSKJEVHET/PILHØYDE/SPORGEO
Nordlandsbanen;34,33;35;40;Ujevnt spor;2005-07-11;2005;;;2005-07-17;2005;7;0,67;UJEVNT SPOR
Meråkerbanen;84,36;84,4;40;Solslyng;2005-07-11;2005;;;2005-07-24;2005;14;0,2;SOLSLYNG
Meråkerbanen;59,61;59,64;40;Solslyng;2005-07-11;2005;;;2005-07-17;2005;7;0,2;SOLSLYNG
Drammenbanen;20,1;42,91;40;Arbeider nær spor;2005-07-11;2005;;;2005-07-31;2005;21;22,81;ARBEID
Ofotbanen;19,9;20,12;40;Svillebytte;2005-07-11;2005;;;2005-07-31;2005;21;0,22;ARBEID
Ofotbanen;12,8;12,9;40;Svillebytte;2005-07-11;2005;;;2005-07-17;2005;7;0,2;ARBEID
Flåmsbana;353,28;353,38;20;Tilløp til solslyng;2005-07-11;2005;;;2005-09-18;2005;70;0,2;SOLSLYNG
Flåmsbana;355,2;355,26;20;Tilløp til solslyng;2005-07-11;2005;;;2005-09-18;2005;70;0,2;SOLSLYNG
Østfoldbanen vestre linje;81,37;81,7;40;Solslyng;2005-07-18;2005;;;2005-08-21;2005;35;0,33;SOLSLYNG
Dovrebanen;196,98;197,02;40;Solslyng;2005-07-18;2005;;;2005-08-28;2005;42;0,2;SOLSLYNG
Dovrebanen;286,14;286,16;50;Solslyng;2005-07-18;2005;;;2005-08-14;2005;28;0,2;SOLSLYNG
Rørosbanen;241,51;242,56;20;Solslyng;2005-07-18;2005;;;2005-10-16;2005;91;1,05;SOLSLYNG
Rørosbanen;294,29;294,31;40;Solslyng;2005-07-18;2005;;;2005-07-24;2005;7;0,2;SOLSLYNG
Rørosbanen;333,42;333,5;40;Solslyng;2005-07-18;2005;;;2005-07-24;2005;7;0,2;SOLSLYNG
Rørosbanen;324,6;324,64;40;Solslyng;2005-07-18;2005;;;2005-07-24;2005;7;0,2;SOLSLYNG
Nordlandsbanen;118,58;118,6;60;Dårlige sviller;2005-07-18;2005;;;2005-09-25;2005;70;0,2;SVILLE
Nordlandsbanen;501;501,5;40;Solslyng;2005-07-18;2005;;;2005-07-24;2005;7;0,5;SOLSLYNG
Nordlandsbanen;34,33;35,18;40;Ujevnt spor;2005-07-18;2005;;;2006-07-30;2006;378;0,85;UJEVNT SPOR
Gjøvikbanen;64,82;65,04;40;Solslyng;2005-07-18;2005;;;2005-07-24;2005;7;0,22;SOLSLYNG
Gjøvikbanen;74;74,1;40;Solslyng;2005-07-18;2005;;;2005-07-24;2005;7;0,2;SOLSLYNG
Bergensbanen;131,54;131,64;40;Ustabilt spor etter ras;2005-07-18;2005;;;2005-12-18;2005;154;0,2;RAS
Vestfoldbanen;129;136;40;Ujevnt spor etter renseverket, signalet flyttes i takt med arbeidets fremdrift;2005-07-18;2005;;;2005-08-14;2005;28;7;ARBEID
Meråkerbanen;59,61;60,35;20;Solslyng;2005-07-18;2005;;;2005-10-30;2005;105;0,74;SOLSLYNG
Hovedbanen;58,95;59,05;60;Kast i skinnegang ved bro;2005-07-18;2005;;;2005-07-31;2005;14;0,2;BRO
Nordlandsbanen;124,8;125,24;30;Solslyng;2005-07-25;2005;;;2005-10-23;2005;91;0,44;SOLSLYNG
Nordlandsbanen;725,75;726;40;Masseskifting;2005-07-25;2005;;;2005-09-25;2005;63;0,25;ARBEID
Nordlandsbanen;685,8;686,02;40;Solslyng;2005-07-25;2005;;;2005-08-28;2005;35;0,22;SOLSLYNG
Gjøvikbanen;106;106;10;Dårlig sikt ved plo, Solslyng;2005-07-25;2005;;;2007-01-07;2007;532;0,2;SOLSLYNG
Gjøvikbanen;119,9;125;20;Sporets tilstand, dårlig sikt ved plo;2005-07-25;2005;;;2007-01-07;2007;532;5,1;SPORETS TILSTAND
Meråkerbanen;83,3;84,4;40;Solslyng;2005-07-25;2005;;;2005-11-13;2005;112;1,1;SOLSLYNG
Ofotbanen;40,89;41,08;40;Svillebytte;2005-07-25;2005;;;2005-07-31;2005;7;0,2;ARBEID
Østfoldbanen vestre linje;78,85;79,05;40;Arbeider nær spor;2005-08-01;2005;;;2005-08-28;2005;28;0,2;ARBEID
Dovrebanen;187,56;187,61;40;Ujevnt spor / svillebytte;2005-08-01;2005;;;2005-08-21;2005;21;0,2;ARBEID
Rørosbanen;130,85;131,05;40;Utvidelse av Hjellum plo;2005-08-01;2005;;;2005-10-02;2005;63;0,2;ANNET
Bergensbanen;336;336,1;30;Tilløp til solslyng;2005-08-01;2005;;;2005-08-28;2005;28;0,2;SOLSLYNG
Bergensbanen;125,255;127,266;60;Sporets tilstand;2005-08-01;2005;;;2005-08-07;2005;7;2,011;SPORETS TILSTAND
Vestfoldbanen;117,3;120;40;Ballastrensing;2005-08-01;2005;;;2005-08-07;2005;7;2,7;ARBEID
Vestfoldbanen;171,35;174,35;40;Svillebytte;2005-08-01;2005;;;2005-09-18;2005;49;3;ARBEID
Bratsbergbanen;174,017;174,102;40;Dårlige sviller;2005-08-01;2005;;;2005-08-07;2005;7;0,2;SVILLE
Bratsbergbanen;177,05;178,1;40;Dårlige sviller;2005-08-01;2005;;;2005-10-30;2005;91;1,05;SVILLE
Drammenbanen;8,8;9,4;40;Sporarbeider;2005-08-01;2005;;;2005-09-04;2005;35;0,6;ARBEID
Drammenbanen;16,4;16,73;80;Manglende siktavstand til hovedsignal;2005-08-01;2005;;;2006-01-08;2006;161;0,33;ANNET
Ofotbanen;32,33;33,83;40;Svillebytte;2005-08-01;2005;;;2005-08-14;2005;14;1,5;ARBEID
Nordlandsbanen;670,72;670,77;40;Masseskifting;2005-08-08;2005;;;2005-09-25;2005;49;0,2;ARBEID
Gjøvikbanen;73,84;74,83;40;Sveisearbeider;2005-08-08;2005;;;2005-08-14;2005;7;0,99;ARBEID
Bergensbanen;125,255;127,66;60;Sporets tilstand;2005-08-08;2005;;;2005-11-20;2005;105;2,405;SPORETS TILSTAND
Bergensbanen;352,35;352,47;40;Tilløp til solslyng;2005-08-08;2005;;;2005-08-28;2005;21;0,2;SOLSLYNG
Sørlandsbanen;205,666;206,47;40;Svillebytte;2005-08-08;2005;;;2005-09-18;2005;42;0,804;ARBEID
Vestfoldbanen;179,488;179,66;40;Svillebytte;2005-08-08;2005;;;2005-09-18;2005;42;0,2;ARBEID
Vestfoldbanen;126,75;128,73;40;Ballastrensing;2005-08-08;2005;;;2005-08-14;2005;7;1,98;ARBEID
Vestfoldbanen;117,3;121,2;40;Ballastrensing;2005-08-08;2005;;;2005-08-14;2005;7;3,9;ARBEID
Østfoldbanen østre linje;0,2;2,2;40;Ballastrensing;2005-08-08;2005;;;2005-08-14;2005;7;2;ARBEID
Ofotbanen;11,54;11,83;30;Defekt rasgjerde;2005-08-08;2005;;;2005-08-14;2005;7;0,29;RAS
Dovrebanen;129;129,05;40;Svillebytte;2005-08-15;2005;;;2005-08-21;2005;7;0,2;ARBEID
Gjøvikbanen;43,76;44,32;40;Sveising, nøytralisering;2005-08-15;2005;;;2005-10-09;2005;56;0,56;ARBEID
