BANE;FRA;TIL;HASTIGHET;BESKRIVELSE;start_dato;START ÅR;START MÅNED;START DAG;slutt_dato;SLUTT ÅR;DAGER;LENGDE;KATEGORI
Østfoldbanen østre linje;53,75;53,77;30;Dårlig sikt ved plo, Solslyng;2007-04-23;2007;;;2007-04-29;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;69,66;69,69;30;Dårlig sikt ved plo, Solslyng;2007-04-23;2007;;;2011-04-10;2011;1449;0,2;SOLSLYNG
Østfoldbanen østre linje;76,35;77,29;40;Dårlig sikt ved plo, Solslyng;2007-04-23;2007;;;2011-04-10;2011;1449;0,94;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;70;Dårlig sikt ved plo, Solslyng;2007-04-23;2007;;;2007-04-29;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;30;Dårlig sikt ved plo, Solslyng;2007-04-23;2007;;;2007-04-29;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;75,99;76,66;30;Dårlig sikt ved plo, Solslyng;2007-04-23;2007;;;2013-08-11;2013;2303;0,67;SOLSLYNG
Østfoldbanen østre linje;45,99;46,01;50;Dårlig sikt ved plo, Solslyng;2007-04-23;2007;;;2007-04-29;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;53,75;53,77;90;Dårlig sikt ved plo, Solslyng;2007-04-23;2007;;;2007-04-29;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;45,99;46,01;70;Dårlig sikt ved plo, Solslyng;2007-04-23;2007;;;2007-04-29;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;76,66;78,25;50;Dårlig sikt ved plo, Solslyng;2007-04-23;2007;;;2013-08-11;2013;2303;1,59;SOLSLYNG
Østfoldbanen østre linje;58,19;58,22;40;Dårlig sikt ved plo, Solslyng;2007-04-23;2007;;;2013-08-11;2013;2303;0,2;SOLSLYNG
Raumabanen;415;415,8;40;Svillebytte i vendetunnel;2007-04-23;2007;;;2007-05-06;2007;14;0,8;ARBEID
Raumabanen;444,46;444,48;30;Dårlig sikt ved plo, Solslyng;2007-04-23;2007;;;2007-07-22;2007;91;0,2;SOLSLYNG
Solørbanen;132,85;133,1;40;Fjerning av sporveksel;2007-04-23;2007;;;2007-05-13;2007;21;0,25;ARBEID
Østfoldbanen vestre linje;75,83;75,85;80;Dårlig sikt;2007-04-30;2007;;;2007-05-06;2007;7;0,2;SIKT
Østfoldbanen vestre linje;75,83;75,85;110;Dårlig sikt;2007-04-30;2007;;;2007-05-06;2007;7;0,2;SIKT
Dovrebanen;275,32;275,34;90;Dårlig sikt ved plo, Solslyng;2007-04-30;2007;;;2007-05-06;2007;7;0,2;SOLSLYNG
Dovrebanen;84,18;84,25;40;Dårlig sporkryss;2007-04-30;2007;;;2007-06-03;2007;35;0,2;SPORVEKSEL
Dovrebanen;275,32;275,34;40;Dårlig sikt ved plo, Solslyng;2007-04-30;2007;;;2007-05-06;2007;7;0,2;SOLSLYNG
Kongsvingerbanen;66,78;67,45;40;Klavelåste;2007-04-30;2007;;;2007-05-06;2007;7;0,67;SPORVEKSEL
Rørosbanen;245,78;245,83;40;Bytte av brusviller;2007-04-30;2007;;;2007-07-22;2007;84;0,2;ARBEID
Nordlandsbanen;463,87;464,17;20;Dårlig sikt ved plo, Solslyng;2007-04-30;2007;;;2007-05-06;2007;7;0,3;SOLSLYNG
Nordlandsbanen;139,41;140,81;60;Dårlig sikt ved plo, Solslyng;2007-04-30;2007;;;2007-05-06;2007;7;1,4;SOLSLYNG
Nordlandsbanen;463,87;464,17;40;Dårlig sikt ved plo, Solslyng;2007-04-30;2007;;;2007-05-06;2007;7;0,3;SOLSLYNG
Nordlandsbanen;139,41;140,81;110;Dårlig sikt ved plo, Solslyng;2007-04-30;2007;;;2007-05-06;2007;7;1,4;SOLSLYNG
Nordlandsbanen;197,9;198;70;Telehiv;2007-04-30;2007;;;2007-05-27;2007;28;0,2;TELEHIV
Bergensbanen;96,55;96,65;75;Sporomlegging;2007-04-30;2007;;;2007-05-27;2007;28;0,2;TRAFIKK
Vestfoldbanen;183,35;184,35;40;Svillebytte;2007-04-30;2007;;;2007-06-17;2007;49;1;ARBEID
Vestfoldbanen;184,35;185,37;70;Dårlige sviller;2007-04-30;2007;;;2007-06-17;2007;49;1,02;SVILLE
Vestfoldbanen;183,18;185,35;70;Dårlige sviller;2007-04-30;2007;;;2007-06-10;2007;42;2,17;SVILLE
Østfoldbanen østre linje;45,99;46,01;70;Dårlig sikt ved plo, Solslyng;2007-04-30;2007;;;2007-05-06;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;53,75;53,77;30;Dårlig sikt ved plo, Solslyng;2007-04-30;2007;;;2007-05-06;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;53,75;53,77;90;Dårlig sikt ved plo, Solslyng;2007-04-30;2007;;;2007-05-06;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;30;Dårlig sikt ved plo, Solslyng;2007-04-30;2007;;;2007-05-06;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;45,99;46,01;50;Dårlig sikt ved plo, Solslyng;2007-04-30;2007;;;2007-05-06;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;70;Dårlig sikt ved plo, Solslyng;2007-04-30;2007;;;2007-05-06;2007;7;0,2;SOLSLYNG
Østfoldbanen vestre linje;75,83;75,85;110;Dårlig sikt;2007-05-07;2007;;;2007-05-13;2007;7;0,2;SIKT
Østfoldbanen vestre linje;75,83;75,85;80;Dårlig sikt;2007-05-07;2007;;;2007-05-13;2007;7;0,2;SIKT
Østfoldbanen vestre linje;9,9;10,1;60;Arbeider i nabospor;2007-05-07;2007;;;2007-05-13;2007;7;0,2;ARBEID
Østfoldbanen vestre linje;8;8,25;60;Arbeider i nabospor;2007-05-07;2007;;;2007-05-13;2007;7;0,25;ARBEID
Dovrebanen;275,32;275,34;40;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-05-13;2007;7;0,2;SOLSLYNG
Dovrebanen;275,32;275,34;90;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-05-13;2007;7;0,2;SOLSLYNG
Nordlandsbanen;725,24;725,47;60;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-06-24;2007;49;0,23;SOLSLYNG
Nordlandsbanen;139,41;140,81;60;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-05-13;2007;7;1,4;SOLSLYNG
Nordlandsbanen;463,87;464,17;20;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-05-13;2007;7;0,3;SOLSLYNG
Nordlandsbanen;139,41;140,81;110;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-05-13;2007;7;1,4;SOLSLYNG
Nordlandsbanen;463,87;464,17;40;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-05-13;2007;7;0,3;SOLSLYNG
Nordlandsbanen;117,85;117,9;60;Telehiv;2007-05-07;2007;;;2007-05-20;2007;14;0,2;TELEHIV
Bergensbanen;405,15;407;50;Skinne og svillebytte;2007-05-07;2007;;;2007-07-08;2007;63;1,85;ARBEID
Sørlandsbanen;77,13;77,79;40;Svillebytte;2007-05-07;2007;;;2007-06-17;2007;42;0,66;ARBEID
Sørlandsbanen;207;208;40;Svillebytte;2007-05-07;2007;;;2007-05-13;2007;7;1;ARBEID
Østfoldbanen østre linje;45,99;46,01;50;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-05-13;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;23,98;28,3;40;Massebytte;2007-05-07;2007;;;2007-06-10;2007;35;4,32;ARBEID
Østfoldbanen østre linje;53,75;53,77;90;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-05-13;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;70;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-05-13;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;30;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-05-13;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;45,99;46,01;70;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-05-13;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;53,75;53,77;30;Dårlig sikt ved plo, Solslyng;2007-05-07;2007;;;2007-05-13;2007;7;0,2;SOLSLYNG
Raumabanen;414,6;415,8;40;Svillebytte i vendetunnel;2007-05-07;2007;;;2007-05-13;2007;7;1,2;ARBEID
Østfoldbanen vestre linje;7,97;8,85;60;Arbeider i nabospor;2007-05-14;2007;;;2007-05-20;2007;7;0,88;ARBEID
Østfoldbanen vestre linje;75,83;75,85;110;Dårlig sikt;2007-05-14;2007;;;2007-05-20;2007;7;0,2;SIKT
Østfoldbanen vestre linje;75,83;75,85;80;Dårlig sikt;2007-05-14;2007;;;2007-05-20;2007;7;0,2;SIKT
Dovrebanen;275,32;275,34;90;Dårlig sikt ved plo, Solslyng;2007-05-14;2007;;;2007-05-20;2007;7;0,2;SOLSLYNG
Dovrebanen;275,32;275,34;40;Dårlig sikt ved plo, Solslyng;2007-05-14;2007;;;2007-05-20;2007;7;0,2;SOLSLYNG
Dovrebanen;512,85;514,3;40;Skinnebytte;2007-05-14;2007;;;2007-05-20;2007;7;1,45;ARBEID
Nordlandsbanen;139,41;140,81;60;Dårlig sikt ved plo, Solslyng;2007-05-14;2007;;;2007-05-20;2007;7;1,4;SOLSLYNG
Nordlandsbanen;463,87;464,17;40;Dårlig sikt ved plo, Solslyng;2007-05-14;2007;;;2007-05-20;2007;7;0,3;SOLSLYNG
Nordlandsbanen;139,41;140,81;110;Dårlig sikt ved plo, Solslyng;2007-05-14;2007;;;2007-05-20;2007;7;1,4;SOLSLYNG
Nordlandsbanen;463,87;464,17;20;Dårlig sikt ved plo, Solslyng;2007-05-14;2007;;;2007-05-20;2007;7;0,3;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;30;Dårlig sikt ved plo, Solslyng;2007-05-14;2007;;;2007-05-20;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;70;Dårlig sikt ved plo, Solslyng;2007-05-14;2007;;;2007-05-20;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;53,75;53,77;90;Dårlig sikt ved plo, Solslyng;2007-05-14;2007;;;2007-05-20;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;45,99;46,01;50;Dårlig sikt ved plo, Solslyng;2007-05-14;2007;;;2007-05-20;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;53,75;53,77;30;Dårlig sikt ved plo, Solslyng;2007-05-14;2007;;;2007-05-20;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;45,99;46,01;70;Dårlig sikt ved plo, Solslyng;2007-05-14;2007;;;2007-05-20;2007;7;0,2;SOLSLYNG
Roa-Hønefossbanen;86,6;86,75;40;Ballastbytte;2007-05-14;2007;;;2007-06-10;2007;28;0,2;ARBEID
Raumabanen;415;415,8;40;Svillebytte i vendetunnel;2007-05-14;2007;;;2007-05-27;2007;14;0,8;ARBEID
Østfoldbanen vestre linje;14,45;14,65;60;Arbeider i nabospor;2007-05-21;2007;;;2007-05-27;2007;7;0,2;ARBEID
Østfoldbanen vestre linje;75,83;75,85;80;Dårlig sikt;2007-05-21;2007;;;2007-05-27;2007;7;0,2;SIKT
Østfoldbanen vestre linje;75,83;75,85;110;Dårlig sikt;2007-05-21;2007;;;2007-05-27;2007;7;0,2;SIKT
Dovrebanen;275,32;275,34;90;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2007-05-27;2007;7;0,2;SOLSLYNG
Dovrebanen;278,57;278,57;115;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2010-09-12;2010;1211;0,2;SOLSLYNG
Dovrebanen;273,11;273,11;100;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2010-09-12;2010;1211;0,2;SOLSLYNG
Dovrebanen;275,32;275,34;40;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2007-05-27;2007;7;0,2;SOLSLYNG
Nordlandsbanen;422,17;422,3;40;Setninger i sporet;2007-05-21;2007;;;2007-06-03;2007;14;0,2;SETNING
Nordlandsbanen;463,87;464,17;40;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2007-05-27;2007;7;0,3;SOLSLYNG
Nordlandsbanen;139,41;140,81;60;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2007-05-27;2007;7;1,4;SOLSLYNG
Nordlandsbanen;463,87;464,17;20;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2007-05-27;2007;7;0,3;SOLSLYNG
Nordlandsbanen;139,41;140,81;110;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2007-05-27;2007;7;1,4;SOLSLYNG
Bergensbanen;241,49;241,77;40;Vaskesviller;2007-05-21;2007;;;2007-05-27;2007;7;0,28;PLASKEPARTI
Sørlandsbanen;207;208;40;Svillebytte;2007-05-21;2007;;;2007-07-15;2007;56;1;ARBEID
Østfoldbanen østre linje;45,99;46,01;70;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2007-05-27;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;53,75;53,77;30;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2007-05-27;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;53,75;53,77;90;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2007-05-27;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;70;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2007-05-27;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;45,99;46,01;50;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2007-05-27;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;30;Dårlig sikt ved plo, Solslyng;2007-05-21;2007;;;2007-05-27;2007;7;0,2;SOLSLYNG
Solørbanen;132,85;133,1;40;Bytte av sporveksel;2007-05-21;2007;;;2007-07-01;2007;42;0,25;ARBEID
Meråkerbanen;71,73;71,76;20;Dårlig sporveksel;2007-05-21;2007;;;2007-06-10;2007;21;0,2;SPORVEKSEL
Østfoldbanen vestre linje;10,25;11;60;Arbeider i nabospor;2007-05-28;2007;;;2007-06-03;2007;7;0,75;ARBEID
Østfoldbanen vestre linje;75,83;75,85;80;Dårlig sikt;2007-05-28;2007;;;2007-06-03;2007;7;0,2;SIKT
Østfoldbanen vestre linje;75,83;75,85;110;Dårlig sikt;2007-05-28;2007;;;2007-06-03;2007;7;0,2;SIKT
Dovrebanen;275,32;275,34;90;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;0,2;SOLSLYNG
Dovrebanen;275,32;275,34;40;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;0,2;SOLSLYNG
Kongsvingerbanen;32,82;32,9;40;Fare for masse-utglidning;2007-05-28;2007;;;2007-07-08;2007;42;0,2;UTGLIDNING
Rørosbanen;237,25;237,35;40;Fjerning av sporveksel;2007-05-28;2007;;;2007-07-08;2007;42;0,2;ARBEID
Nordlandsbanen;139,41;140,81;60;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;1,4;SOLSLYNG
Nordlandsbanen;463,87;464,17;20;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;0,3;SOLSLYNG
Nordlandsbanen;463,87;464,17;40;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;0,3;SOLSLYNG
Nordlandsbanen;139,41;140,81;110;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;1,4;SOLSLYNG
Nordlandsbanen;601,8;602,6;20;Svillebytte;2007-05-28;2007;;;2007-07-15;2007;49;0,8;ARBEID
Gjøvikbanen;92,6;92,7;40;Massebytte;2007-05-28;2007;;;2007-06-24;2007;28;0,2;ARBEID
Gjøvikbanen;101,2;147,8;30;Sporets tilstand;2007-05-28;2007;;;2014-12-28;2014;2772;46,6;SPORETS TILSTAND
Gjøvikbanen;119,9;125;20;Sporets tilstand, dårlig sikt ved plo;2007-05-28;2007;;;2014-12-28;2014;2772;5,1;SPORETS TILSTAND
Gjøvikbanen;106;106;10;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2014-12-28;2014;2772;0,2;SOLSLYNG
Sørlandsbanen;483,94;484,58;40;Svillebytte i tunnel;2007-05-28;2007;;;2007-06-10;2007;14;0,64;ARBEID
Sørlandsbanen;589,2;591,78;40;Setninger og arbeider nær sporet;2007-05-28;2007;;;2007-06-03;2007;7;2,58;ARBEID
Sørlandsbanen;583,093;583,495;40;Dårlig sporveksel og massebytte spor 3;2007-05-28;2007;;;2007-06-03;2007;7;0,402;ARBEID
Østfoldbanen østre linje;53,75;53,77;30;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;45,99;46,01;70;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;70;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;30;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;45,99;46,01;50;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;53,75;53,77;90;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;0,2;SOLSLYNG
Raumabanen;395,8;395,86;60;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-06-03;2007;7;0,2;SOLSLYNG
Raumabanen;395,6;396,58;60;Dårlig sikt ved plo, Solslyng;2007-05-28;2007;;;2007-08-26;2007;91;0,98;SOLSLYNG
Raumabanen;414,4;415,8;40;Svillebytte i vendetunnel;2007-05-28;2007;;;2007-06-17;2007;21;1,4;ARBEID
Solørbanen;153,3;150,58;40;Uttak av sporveksel;2007-05-28;2007;;;2007-06-03;2007;7;2,72;SPORVEKSEL
Hovedbanen;60;60,1;40;Setninger i sporet;2007-05-28;2007;;;2007-06-10;2007;14;0,2;SETNING
Østfoldbanen vestre linje;86,25;86,32;40;Massebytte;2007-06-04;2007;;;2007-06-24;2007;21;0,2;ARBEID
Østfoldbanen vestre linje;75,83;75,85;80;Dårlig sikt;2007-06-04;2007;;;2007-06-10;2007;7;0,2;SIKT
Østfoldbanen vestre linje;75,83;75,85;110;Dårlig sikt;2007-06-04;2007;;;2007-06-10;2007;7;0,2;SIKT
Dovrebanen;275,32;275,32;40;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-06-10;2007;7;0,2;SOLSLYNG
Dovrebanen;275,32;275,32;90;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-06-10;2007;7;0,2;SOLSLYNG
Kongsvingerbanen;72,93;73,51;40;Klavelåste;2007-06-04;2007;;;2007-06-10;2007;7;0,58;SPORVEKSEL
Nordlandsbanen;573,65;575,18;40;Fare for flomvann;2007-06-04;2007;;;2007-06-10;2007;7;1,53;VANN/FLOM
Nordlandsbanen;139,41;140,81;60;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-06-10;2007;7;1,4;SOLSLYNG
Nordlandsbanen;463,87;464,17;20;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-06-10;2007;7;0,3;SOLSLYNG
Nordlandsbanen;463,87;464,17;40;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-06-10;2007;7;0,3;SOLSLYNG
Nordlandsbanen;393,6;394,12;40;Ujevnt spor;2007-06-04;2007;;;2007-06-17;2007;14;0,52;UJEVNT SPOR
Nordlandsbanen;139,41;140,81;110;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-06-10;2007;7;1,4;SOLSLYNG
Bergensbanen;300,89;301,09;40;Vindskjevhet pga telehiv;2007-06-04;2007;;;2007-08-12;2007;70;0,2;TELEHIV
Sørlandsbanen;91,3;91,33;40;Svillebytte;2007-06-04;2007;;;2007-06-10;2007;7;0,2;ARBEID
Sørlandsbanen;520,895;520,935;40;Svillebytte;2007-06-04;2007;;;2007-06-17;2007;14;0,2;ARBEID
Sørlandsbanen;588,5;591,68;40;Setninger og arbeider nær sporet;2007-06-04;2007;;;2007-06-10;2007;7;3,18;ARBEID
Sørlandsbanen;583,093;583,14;40;Dårlig sporveksel;2007-06-04;2007;;;2007-06-24;2007;21;0,2;SPORVEKSEL
Østfoldbanen østre linje;45,99;46,01;50;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-06-10;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;53,75;53,77;30;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-06-10;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;30;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-06-10;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;70;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-06-10;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;45,99;46,01;70;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-06-10;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;53,75;53,77;90;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-06-10;2007;7;0,2;SOLSLYNG
Raumabanen;395,8;396,86;60;Dårlig sikt ved plo, Solslyng;2007-06-04;2007;;;2007-08-26;2007;84;1,06;SOLSLYNG
Solørbanen;150,3;150,58;40;Uttak av sporveksel;2007-06-04;2007;;;2007-07-01;2007;28;0,28;SPORVEKSEL
Tinnosbanen;141;141,07;40;Setninger i sporet;2007-06-04;2007;;;2007-09-02;2007;91;0,2;SETNING
Østfoldbanen vestre linje;75,83;75,85;110;Dårlig sikt;2007-06-11;2007;;;2007-06-17;2007;7;0,2;SIKT
Østfoldbanen vestre linje;75,83;75,85;80;Dårlig sikt;2007-06-11;2007;;;2007-06-17;2007;7;0,2;SIKT
Dovrebanen;311,76;311,78;60;Sleng i sporet;2007-06-11;2007;;;2007-07-01;2007;21;0,2;SLENG
Dovrebanen;275,32;275,32;90;Dårlig sikt ved plo, Solslyng;2007-06-11;2007;;;2007-06-17;2007;7;0,2;SOLSLYNG
Dovrebanen;198,2;198,55;40;Arbeider med ny plattform;2007-06-11;2007;;;2007-07-22;2007;42;0,35;ARBEID
Dovrebanen;275,32;275,32;40;Dårlig sikt ved plo, Solslyng;2007-06-11;2007;;;2007-06-17;2007;7;0,2;SOLSLYNG
Nordlandsbanen;139,41;140,81;60;Dårlig sikt ved plo, Solslyng;2007-06-11;2007;;;2007-06-17;2007;7;1,4;SOLSLYNG
Nordlandsbanen;463,87;464,17;20;Dårlig sikt ved plo, Solslyng;2007-06-11;2007;;;2007-06-17;2007;7;0,3;SOLSLYNG
Nordlandsbanen;463,87;464,17;40;Dårlig sikt ved plo, Solslyng;2007-06-11;2007;;;2007-06-17;2007;7;0,3;SOLSLYNG
Nordlandsbanen;573,65;575,36;40;Fare for flomvann;2007-06-11;2007;;;2007-06-17;2007;7;1,71;VANN/FLOM
Nordlandsbanen;139,41;140,81;110;Dårlig sikt ved plo, Solslyng;2007-06-11;2007;;;2007-06-17;2007;7;1,4;SOLSLYNG
Nordlandsbanen;498,3;498,7;20;Ustabilt spor;2007-06-11;2007;;;2007-07-01;2007;21;0,4;USTABILT SPOR
Nordlandsbanen;670,62;670,76;20;Bruarbeider;2007-06-11;2007;;;2007-09-23;2007;105;0,2;ARBEID
Nordlandsbanen;391,03;391,05;40;Fare for steinsprang;2007-06-11;2007;;;2007-07-22;2007;42;0,2;IS OG STEINSPRANG
Sørlandsbanen;588,5;591,78;40;Setninger og arbeider nær sporet;2007-06-11;2007;;;2007-10-07;2007;119;3,28;ARBEID
Sørlandsbanen;92,3;92,33;40;Svillebytte;2007-06-11;2007;;;2007-06-17;2007;7;0,2;ARBEID
Vestfoldbanen;184,35;185,4;40;Svillelegging;2007-06-11;2007;;;2007-08-19;2007;70;1,05;ARBEID
Vestfoldbanen;183,18;183,35;70;Dårlige sviller;2007-06-11;2007;;;2007-06-17;2007;7;0,2;SVILLE
Vestfoldbanen;156,3;156,5;;Legging av ny kabelkanal;2007-06-11;2007;;;2007-06-24;2007;14;0,2;ARBEID
Østfoldbanen østre linje;27;35;40;Massebytte;2007-06-11;2007;;;2007-06-17;2007;7;8;ARBEID
Østfoldbanen østre linje;53,75;53,77;90;Dårlig sikt ved plo, Solslyng;2007-06-11;2007;;;2007-06-17;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;45,99;46,01;50;Dårlig sikt ved plo, Solslyng;2007-06-11;2007;;;2007-06-17;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;45,99;46,01;70;Dårlig sikt ved plo, Solslyng;2007-06-11;2007;;;2007-06-17;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;72,08;72,13;70;Dårlig sikt ved plo, Solslyng;2007-06-11;2007;;;2007-06-17;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;53,75;53,77;30;Dårlig sikt ved plo, Solslyng;2007-06-11;2007;;;2007-06-17;2007;7;0,2;SOLSLYNG
Østfoldbanen østre linje;36,8;37,91;40;Ujevnt spor, dårlig sikt ved Plo;2007-06-11;2007;;;2007-06-17;2007;7;1,11;UJEVNT SPOR
Østfoldbanen østre linje;72,08;72,13;30;Dårlig sikt ved plo, Solslyng;2007-06-11;2007;;;2007-06-17;2007;7;0,2;SOLSLYNG
Solørbanen;164,9;165,2;40;Solslyng/fare for solslyng;2007-06-11;2007;;;2007-10-07;2007;119;0,3;SOLSLYNG
Meråkerbanen;71,42;71,76;50;Dårlig sporveksel og bru;2007-06-11;2007;;;2008-09-14;2008;462;0,34;BRO
Østfoldbanen vestre linje;75,83;75,85;80;Dårlig sikt;2007-06-18;2007;;;2007-06-24;2007;7;0,2;SIKT
Østfoldbanen vestre linje;75,83;75,85;110;Dårlig sikt;2007-06-18;2007;;;2007-06-24;2007;7;0,2;SIKT
Dovrebanen;176,35;176,4;50;Solslyng;2007-06-18;2007;;;2007-06-24;2007;7;0,2;SOLSLYNG
Dovrebanen;76,12;76,16;30;Solslyng;2007-06-18;2007;;;2007-06-24;2007;7;0,2;SOLSLYNG
Dovrebanen;275,32;275,32;90;Dårlig sikt ved plo, Solslyng;2007-06-18;2007;;;2007-06-24;2007;7;0,2;SOLSLYNG
Dovrebanen;275,32;275,32;40;Dårlig sikt ved plo, Solslyng;2007-06-18;2007;;;2007-06-24;2007;7;0,2;SOLSLYNG
Dovrebanen;142,24;142,3;50;Solslyng;2007-06-18;2007;;;2007-06-24;2007;7;0,2;SOLSLYNG
Dovrebanen;350,9;358,5;50;Solslyng;2007-06-18;2007;;;2007-09-09;2007;84;7,6;SOLSLYNG
Rørosbanen;305,85;305,9;40;Solslyng;2007-06-18;2007;;;2007-06-24;2007;7;0,2;SOLSLYNG
Rørosbanen;236,2;236,25;40;Solslyng;2007-06-18;2007;;;2007-07-01;2007;14;0,2;SOLSLYNG
